symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time,expiry_date
NIFTY2320917800PE,,2023-02-08,NSE,FO,,sell,false,50.000000,59.000000,87165527,1100000010504724,2023-02-08T09:40:12,2023-02-09
NIFTY2320917800PE,,2023-02-08,NSE,FO,,sell,false,50.000000,59.000000,87165528,1100000010504724,2023-02-08T09:40:12,2023-02-09
NIFTY2320917800PE,,2023-02-08,NSE,FO,,buy,false,100.000000,57.350000,87444945,1100000014641916,2023-02-08T09:49:36,2023-02-09
NIFTY2320917800PE,,2023-02-08,NSE,FO,,sell,false,100.000000,54.000000,87695891,1100000014742942,2023-02-08T09:58:21,2023-02-09
NIFTY2320917800PE,,2023-02-08,NSE,FO,,buy,false,50.000000,51.200000,88142899,1100000021949778,2023-02-08T10:09:30,2023-02-09
NIFTY2320917800PE,,2023-02-08,NSE,FO,,buy,false,50.000000,51.200000,88142900,1100000021949778,2023-02-08T10:09:30,2023-02-09
NIFTY2320917800PE,,2023-02-08,NSE,FO,,sell,false,100.000000,62.650000,88266729,1100000022137335,2023-02-08T10:10:43,2023-02-09
NIFTY2320917800PE,,2023-02-08,NSE,FO,,buy,false,100.000000,51.200000,90033247,1100000044417363,2023-02-08T11:07:41,2023-02-09
NIFTY2320917800PE,,2023-02-08,NSE,FO,,sell,false,50.000000,48.000000,90061295,1100000044481078,2023-02-08T11:09:48,2023-02-09
NIFTY2320917800PE,,2023-02-08,NSE,FO,,sell,false,50.000000,48.000000,90061294,1100000044481078,2023-02-08T11:09:48,2023-02-09
NIFTY2320917800CE,,2023-02-08,NSE,FO,,buy,false,100.000000,92.800000,4681676,1000000045174104,2023-02-08T11:11:36,2023-02-09
NIFTY2320917800CE,,2023-02-08,NSE,FO,,sell,false,100.000000,90.000000,4690653,1000000045223929,2023-02-08T11:12:06,2023-02-09
NIFTY2320917800CE,,2023-02-08,NSE,FO,,buy,false,100.000000,94.800000,4748091,1000000046032580,2023-02-08T11:15:50,2023-02-09
NIFTY2320917800CE,,2023-02-08,NSE,FO,,sell,false,100.000000,90.900000,4771435,1000000046121161,2023-02-08T11:17:25,2023-02-09
NIFTY2320917800PE,,2023-02-08,NSE,FO,,buy,false,100.000000,49.650000,90190958,1100000046499998,2023-02-08T11:18:01,2023-02-09
NIFTY2320917800PE,,2023-02-08,NSE,FO,,sell,false,100.000000,46.400000,90216804,1100000046574310,2023-02-08T11:19:27,2023-02-09
NIFTY2320917800CE,,2023-02-08,NSE,FO,,buy,false,50.000000,97.850000,4845990,1000000047238274,2023-02-08T11:21:11,2023-02-09
NIFTY2320917800CE,,2023-02-08,NSE,FO,,buy,false,50.000000,97.850000,4845991,1000000047238274,2023-02-08T11:21:11,2023-02-09
NIFTY2320917800CE,,2023-02-08,NSE,FO,,sell,false,50.000000,95.450000,4854077,1000000047329342,2023-02-08T11:21:26,2023-02-09
NIFTY2320917800CE,,2023-02-08,NSE,FO,,sell,false,50.000000,95.400000,4854078,1000000047329342,2023-02-08T11:21:26,2023-02-09
NIFTY2320917900PE,,2023-02-08,NSE,FO,,buy,false,100.000000,84.400000,91140104,1100000058060832,2023-02-08T12:05:23,2023-02-09
NIFTY2320917900PE,,2023-02-08,NSE,FO,,sell,false,100.000000,95.700000,91354135,1100000058151066,2023-02-08T12:12:23,2023-02-09
NIFTY2320917800CE,,2023-02-08,NSE,FO,,buy,false,100.000000,89.750000,6859566,1000000070196280,2023-02-08T12:49:41,2023-02-09
NIFTY2320917800CE,,2023-02-08,NSE,FO,,sell,false,50.000000,89.550000,6926426,1000000070240829,2023-02-08T12:55:51,2023-02-09
NIFTY2320917800CE,,2023-02-08,NSE,FO,,sell,false,50.000000,89.500000,6926427,1000000070240829,2023-02-08T12:55:51,2023-02-09
NIFTY2320917900PE,,2023-02-08,NSE,FO,,buy,false,100.000000,97.650000,92119311,1100000071358368,2023-02-08T12:57:36,2023-02-09
NIFTY2320917900PE,,2023-02-08,NSE,FO,,sell,false,100.000000,93.000000,92137317,1100000071409000,2023-02-08T12:59:04,2023-02-09
NIFTY2320917800CE,,2023-02-08,NSE,FO,,buy,false,100.000000,105.000000,7362121,1000000076736379,2023-02-08T13:20:51,2023-02-09
NIFTY2320917800CE,,2023-02-08,NSE,FO,,sell,false,100.000000,101.000000,7853454,1000000076836090,2023-02-08T13:36:16,2023-02-09
NIFTY2320917900PE,,2023-02-08,NSE,FO,,buy,false,100.000000,79.950000,93223437,1100000086184679,2023-02-08T13:52:36,2023-02-09
NIFTY2320917900PE,,2023-02-08,NSE,FO,,sell,false,100.000000,74.000000,93368111,1100000086344750,2023-02-08T14:01:59,2023-02-09
NIFTY2320917900PE,,2023-02-08,NSE,FO,,buy,false,100.000000,79.350000,93436478,1100000089712221,2023-02-08T14:06:32,2023-02-09
NIFTY2320917900PE,,2023-02-08,NSE,FO,,sell,false,50.000000,76.000000,93476480,1100000089789216,2023-02-08T14:09:00,2023-02-09
NIFTY2320917900PE,,2023-02-08,NSE,FO,,sell,false,50.000000,76.000000,93476481,1100000089789216,2023-02-08T14:09:00,2023-02-09
NIFTY2320917900PE,,2023-02-08,NSE,FO,,buy,false,50.000000,70.550000,94117314,1100000099161871,2023-02-08T14:40:21,2023-02-09
NIFTY2320917900PE,,2023-02-08,NSE,FO,,buy,false,50.000000,70.600000,94117315,1100000099161871,2023-02-08T14:40:21,2023-02-09
NIFTY2320917900PE,,2023-02-08,NSE,FO,,sell,false,100.000000,66.000000,94152690,1100000099280215,2023-02-08T14:42:03,2023-02-09
NIFTY2320917700CE,,2023-02-09,NSE,FO,,buy,false,50.000000,106.650000,2099790,1000000014401636,2023-02-09T09:42:39,2023-02-09
NIFTY2320917700CE,,2023-02-09,NSE,FO,,buy,false,50.000000,106.650000,2099789,1000000014401636,2023-02-09T09:42:39,2023-02-09
NIFTY2320917700CE,,2023-02-09,NSE,FO,,sell,false,100.000000,102.000000,2123200,1000000014513996,2023-02-09T09:43:08,2023-02-09
NIFTY2320917900PE,,2023-02-09,NSE,FO,,buy,false,100.000000,100.400000,88901391,1100000023442707,2023-02-09T09:52:44,2023-02-09
NIFTY2320917900PE,,2023-02-09,NSE,FO,,sell,false,100.000000,92.000000,88958268,1100000023535244,2023-02-09T09:54:32,2023-02-09
NIFTY2320917800CE,,2023-02-09,NSE,FO,,buy,false,100.000000,94.900000,6237459,1000000053325624,2023-02-09T11:29:17,2023-02-09
NIFTY2320917800CE,,2023-02-09,NSE,FO,,sell,false,50.000000,92.900000,6330983,1000000053564789,2023-02-09T11:30:53,2023-02-09
NIFTY2320917800CE,,2023-02-09,NSE,FO,,sell,false,50.000000,92.850000,6330984,1000000053564789,2023-02-09T11:30:53,2023-02-09
NIFTY2320917900PE,,2023-02-09,NSE,FO,,buy,false,50.000000,44.900000,92669776,1100000058377300,2023-02-09T11:32:51,2023-02-09
NIFTY2320917900PE,,2023-02-09,NSE,FO,,buy,false,50.000000,44.950000,92669777,1100000058377300,2023-02-09T11:32:51,2023-02-09
NIFTY2320917900PE,,2023-02-09,NSE,FO,,sell,false,100.000000,44.800000,92816173,1100000058428918,2023-02-09T11:38:36,2023-02-09
NIFTY2320917900PE,,2023-02-09,NSE,FO,,buy,false,100.000000,50.600000,92877501,1100000060480419,2023-02-09T11:41:13,2023-02-09
NIFTY2320917900PE,,2023-02-09,NSE,FO,,sell,false,100.000000,49.700000,93053972,1100000060559632,2023-02-09T11:47:30,2023-02-09
NIFTY2320917800CE,,2023-02-09,NSE,FO,,buy,false,100.000000,81.250000,6777773,1000000058865488,2023-02-09T11:48:45,2023-02-09
NIFTY2320917800CE,,2023-02-09,NSE,FO,,sell,false,50.000000,75.700000,6876404,1000000058927853,2023-02-09T11:52:15,2023-02-09
NIFTY2320917800CE,,2023-02-09,NSE,FO,,sell,false,50.000000,75.650000,6876405,1000000058927853,2023-02-09T11:52:15,2023-02-09
NIFTY2320917900PE,,2023-02-09,NSE,FO,,buy,false,100.000000,52.900000,93279090,1100000064798744,2023-02-09T11:56:39,2023-02-09
NIFTY2320917900PE,,2023-02-09,NSE,FO,,sell,false,50.000000,59.700000,93456873,1100000064882408,2023-02-09T12:01:59,2023-02-09
NIFTY2320917900PE,,2023-02-09,NSE,FO,,sell,false,50.000000,59.700000,93456874,1100000064882408,2023-02-09T12:01:59,2023-02-09
NIFTY2320917900PE,,2023-02-09,NSE,FO,,buy,false,100.000000,61.850000,93603850,1100000067975693,2023-02-09T12:07:26,2023-02-09
NIFTY2320917900PE,,2023-02-09,NSE,FO,,sell,false,100.000000,62.100000,93640576,1100000068140236,2023-02-09T12:08:00,2023-02-09
NIFTY2320917700CE,,2023-02-09,NSE,FO,,buy,false,50.000000,152.400000,7430043,1000000065149680,2023-02-09T12:11:32,2023-02-09
NIFTY2320917700CE,,2023-02-09,NSE,FO,,buy,false,50.000000,152.400000,7430042,1000000065149680,2023-02-09T12:11:32,2023-02-09
NIFTY2320917700CE,,2023-02-09,NSE,FO,,sell,false,50.000000,144.450000,7457180,1000000065274161,2023-02-09T12:12:25,2023-02-09
NIFTY2320917700CE,,2023-02-09,NSE,FO,,sell,false,50.000000,144.450000,7457179,1000000065274161,2023-02-09T12:12:25,2023-02-09
NIFTY2320917900PE,,2023-02-09,NSE,FO,,buy,false,50.000000,70.750000,95541364,1100000086927280,2023-02-09T13:02:35,2023-02-09
NIFTY2320917900PE,,2023-02-09,NSE,FO,,buy,false,50.000000,70.750000,95541365,1100000086927280,2023-02-09T13:02:35,2023-02-09
NIFTY2320917900PE,,2023-02-09,NSE,FO,,sell,false,100.000000,66.000000,95775125,1100000088121979,2023-02-09T13:12:16,2023-02-09
NIFTY2321617800PE,,2023-02-10,NSE,FO,,buy,false,100.000000,86.350000,86680851,1100000008838100,2023-02-10T09:32:33,2023-02-16
NIFTY2321617800PE,,2023-02-10,NSE,FO,,sell,false,50.000000,88.400000,87333904,1100000008985583,2023-02-10T09:53:20,2023-02-16
NIFTY2321617800PE,,2023-02-10,NSE,FO,,sell,false,50.000000,88.400000,87333905,1100000008985583,2023-02-10T09:53:20,2023-02-16
NIFTY2321617800PE,,2023-02-10,NSE,FO,,buy,false,100.000000,90.000000,87816651,1100000026905814,2023-02-10T10:22:43,2023-02-16
NIFTY2321617800PE,,2023-02-10,NSE,FO,,sell,false,100.000000,86.000000,87829482,1100000026969033,2023-02-10T10:23:54,2023-02-16
NIFTY2321617800PE,,2023-02-10,NSE,FO,,buy,false,100.000000,89.900000,87853297,1100000027623011,2023-02-10T10:26:10,2023-02-16
NIFTY2321617800PE,,2023-02-10,NSE,FO,,sell,false,100.000000,87.000000,87864156,1100000027688490,2023-02-10T10:27:19,2023-02-16
NIFTY2321617900CE,,2023-02-10,NSE,FO,,buy,false,100.000000,73.900000,1882686,1000000022154776,2023-02-10T10:28:22,2023-02-16
NIFTY2321617900CE,,2023-02-10,NSE,FO,,sell,false,50.000000,69.150000,1915432,1000000022208097,2023-02-10T10:31:00,2023-02-16
NIFTY2321617900CE,,2023-02-10,NSE,FO,,sell,false,50.000000,69.150000,1915433,1000000022208097,2023-02-10T10:31:00,2023-02-16
NIFTY2321617800PE,,2023-02-10,NSE,FO,,buy,false,100.000000,90.000000,87922827,1100000029253674,2023-02-10T10:33:28,2023-02-16
NIFTY2321617800PE,,2023-02-10,NSE,FO,,sell,false,100.000000,86.000000,87947594,1100000029318712,2023-02-10T10:37:02,2023-02-16
NIFTY2321617800CE,,2023-02-14,NSE,FO,,buy,false,50.000000,100.750000,2053254,1000000023144059,2023-02-14T10:29:18,2023-02-16
NIFTY2321617800CE,,2023-02-14,NSE,FO,,buy,false,50.000000,100.750000,2053255,1000000023144059,2023-02-14T10:29:18,2023-02-16
NIFTY2321617800CE,,2023-02-14,NSE,FO,,sell,false,50.000000,98.150000,2068145,1000000023189406,2023-02-14T10:30:53,2023-02-16
NIFTY2321617800CE,,2023-02-14,NSE,FO,,sell,false,50.000000,98.100000,2068146,1000000023189406,2023-02-14T10:30:53,2023-02-16
NIFTY2321617800CE,,2023-02-14,NSE,FO,,buy,false,50.000000,100.150000,2076472,1000000023606508,2023-02-14T10:32:08,2023-02-16
NIFTY2321617800CE,,2023-02-14,NSE,FO,,buy,false,50.000000,100.200000,2076473,1000000023606508,2023-02-14T10:32:08,2023-02-16
NIFTY2321617800CE,,2023-02-14,NSE,FO,,sell,false,50.000000,100.000000,2114100,1000000023624755,2023-02-14T10:35:51,2023-02-16
NIFTY2321617800CE,,2023-02-14,NSE,FO,,sell,false,50.000000,100.000000,2114099,1000000023624755,2023-02-14T10:35:51,2023-02-16
NIFTY2321617800PE,,2023-02-14,NSE,FO,,buy,false,100.000000,56.150000,87893092,1100000022785597,2023-02-14T10:42:25,2023-02-16
NIFTY2321617800PE,,2023-02-14,NSE,FO,,sell,false,50.000000,54.850000,87900214,1100000022818056,2023-02-14T10:43:18,2023-02-16
NIFTY2321617800PE,,2023-02-14,NSE,FO,,sell,false,50.000000,54.850000,87900213,1100000022818056,2023-02-14T10:43:18,2023-02-16
NIFTY2321617800CE,,2023-02-14,NSE,FO,,buy,false,100.000000,102.400000,2190059,1000000025291653,2023-02-14T10:44:42,2023-02-16
NIFTY2321617800CE,,2023-02-14,NSE,FO,,sell,false,100.000000,100.000000,2247801,1000000025337536,2023-02-14T10:48:43,2023-02-16
NIFTY2321617800PE,,2023-02-14,NSE,FO,,buy,false,100.000000,58.450000,87998739,1100000024108977,2023-02-14T10:50:06,2023-02-16
NIFTY2321617800PE,,2023-02-14,NSE,FO,,sell,false,100.000000,55.550000,88136076,1100000024203585,2023-02-14T11:04:15,2023-02-16
NIFTY2321617800CE,,2023-02-14,NSE,FO,,buy,false,100.000000,100.400000,2434497,1000000028753256,2023-02-14T11:04:59,2023-02-16
NIFTY2321617800CE,,2023-02-14,NSE,FO,,sell,false,50.000000,104.650000,2681059,1000000028870429,2023-02-14T11:22:23,2023-02-16
NIFTY2321617800CE,,2023-02-14,NSE,FO,,sell,false,50.000000,104.650000,2681058,1000000028870429,2023-02-14T11:22:23,2023-02-16
NIFTY2321617900PE,,2023-02-14,NSE,FO,,buy,false,50.000000,98.000000,88405609,1100000029263590,2023-02-14T11:28:11,2023-02-16
NIFTY2321617900PE,,2023-02-14,NSE,FO,,buy,false,50.000000,98.000000,88405608,1100000029263590,2023-02-14T11:28:11,2023-02-16
NIFTY2321617900PE,,2023-02-14,NSE,FO,,sell,false,100.000000,94.000000,88505913,1100000029336928,2023-02-14T11:36:23,2023-02-16
NIFTY2321617900PE,,2023-02-14,NSE,FO,,buy,false,100.000000,70.600000,90349892,1100000053131936,2023-02-14T13:46:34,2023-02-16
NIFTY2321617900PE,,2023-02-14,NSE,FO,,sell,false,100.000000,69.100000,90359914,1100000053161578,2023-02-14T13:47:48,2023-02-16
NIFTY2321617900CE,,2023-02-14,NSE,FO,,buy,false,100.000000,82.000000,5112254,1000000062121034,2023-02-14T13:48:31,2023-02-16
NIFTY2321617900CE,,2023-02-14,NSE,FO,,sell,false,100.000000,95.750000,5509375,1000000062187680,2023-02-14T14:03:59,2023-02-16
NIFTY2321618000PE,,2023-02-15,NSE,FO,,buy,false,100.000000,102.200000,89039303,1100000028329617,2023-02-15T10:32:33,2023-02-16
NIFTY2321618000PE,,2023-02-15,NSE,FO,,sell,false,100.000000,97.000000,89058735,1100000028414204,2023-02-15T10:33:25,2023-02-16
NIFTY2321617800CE,,2023-02-15,NSE,FO,,buy,false,50.000000,145.200000,3333187,1000000028037191,2023-02-15T10:37:41,2023-02-16
NIFTY2321617800CE,,2023-02-15,NSE,FO,,buy,false,50.000000,145.150000,3333186,1000000028037191,2023-02-15T10:37:41,2023-02-16
NIFTY2321617800CE,,2023-02-15,NSE,FO,,sell,false,100.000000,150.550000,3438910,1000000028074596,2023-02-15T10:43:09,2023-02-16
NIFTY2321618000PE,,2023-02-15,NSE,FO,,buy,false,100.000000,99.350000,89262711,1100000030971381,2023-02-15T10:45:20,2023-02-16
NIFTY2321618000PE,,2023-02-15,NSE,FO,,sell,false,100.000000,97.600000,89293301,1100000031024988,2023-02-15T10:47:02,2023-02-16
NIFTY2321617800CE,,2023-02-15,NSE,FO,,buy,false,100.000000,152.100000,3611855,1000000031163414,2023-02-15T10:53:31,2023-02-16
NIFTY2321617800CE,,2023-02-15,NSE,FO,,sell,false,100.000000,142.700000,3657481,1000000031209657,2023-02-15T10:57:01,2023-02-16
NIFTY2321618000PE,,2023-02-15,NSE,FO,,buy,false,100.000000,102.000000,89433889,1100000032847900,2023-02-15T10:57:43,2023-02-16
NIFTY2321618000PE,,2023-02-15,NSE,FO,,sell,false,100.000000,96.000000,89518651,1100000032899349,2023-02-15T11:04:20,2023-02-16
NIFTY2321618000PE,,2023-02-15,NSE,FO,,buy,false,50.000000,98.950000,92178660,1100000064783119,2023-02-15T13:42:23,2023-02-16
NIFTY2321618000PE,,2023-02-15,NSE,FO,,sell,false,50.000000,94.000000,92341246,1100000064830646,2023-02-15T13:49:38,2023-02-16
NIFTY2321617900CE,,2023-02-15,NSE,FO,,buy,false,50.000000,82.900000,7718680,1000000076260997,2023-02-15T14:33:13,2023-02-16
NIFTY2321617900CE,,2023-02-15,NSE,FO,,sell,false,50.000000,99.000000,8138819,1000000076323085,2023-02-15T14:41:36,2023-02-16
NIFTY2321618100CE,,2023-02-16,NSE,FO,,buy,false,100.000000,29.200000,345561,1000000001371339,2023-02-16T09:16:20,2023-02-16
NIFTY2321618100CE,,2023-02-16,NSE,FO,,sell,false,100.000000,45.450000,1412100,1000000001669778,2023-02-16T09:25:09,2023-02-16
NIFTY23FEB18000CE,,2023-02-17,NSE,FO,,buy,false,50.000000,90.000000,587110,1000000006129599,2023-02-17T09:26:37,2023-02-23
NIFTY23FEB18000CE,,2023-02-17,NSE,FO,,buy,false,50.000000,90.000000,587109,1000000006129599,2023-02-17T09:26:37,2023-02-23
NIFTY23FEB18000CE,,2023-02-17,NSE,FO,,sell,false,100.000000,103.400000,1140979,1000000006282199,2023-02-17T09:41:04,2023-02-23
NIFTY23FEB18000PE,,2023-02-17,NSE,FO,,buy,false,50.000000,102.400000,87900005,1100000026283241,2023-02-17T10:16:50,2023-02-23
NIFTY23FEB18000PE,,2023-02-17,NSE,FO,,buy,false,50.000000,102.400000,87900004,1100000026283241,2023-02-17T10:16:50,2023-02-23
NIFTY23FEB18000PE,,2023-02-17,NSE,FO,,sell,false,100.000000,100.500000,87961818,1100000026353939,2023-02-17T10:18:47,2023-02-23
NIFTY23FEB18000PE,,2023-02-17,NSE,FO,,buy,false,100.000000,95.100000,88171459,1100000030709052,2023-02-17T10:34:09,2023-02-23
NIFTY23FEB18000PE,,2023-02-17,NSE,FO,,sell,false,50.000000,90.000000,88204904,1100000030768286,2023-02-17T10:38:26,2023-02-23
NIFTY23FEB18000PE,,2023-02-17,NSE,FO,,sell,false,50.000000,90.000000,88204903,1100000030768286,2023-02-17T10:38:26,2023-02-23
NIFTY23FEB18000CE,,2023-02-17,NSE,FO,,buy,false,100.000000,106.850000,2602237,1000000031326868,2023-02-17T10:42:00,2023-02-23
NIFTY23FEB18000CE,,2023-02-17,NSE,FO,,sell,false,50.000000,103.350000,2647360,1000000031462603,2023-02-17T10:47:38,2023-02-23
NIFTY23FEB18000CE,,2023-02-17,NSE,FO,,sell,false,50.000000,103.400000,2647359,1000000031462603,2023-02-17T10:47:38,2023-02-23
NIFTY23FEB18000PE,,2023-02-17,NSE,FO,,buy,false,100.000000,93.750000,88271461,1100000033024372,2023-02-17T10:48:20,2023-02-23
NIFTY23FEB18000PE,,2023-02-17,NSE,FO,,sell,false,100.000000,91.550000,88923262,1100000033088353,2023-02-17T11:48:55,2023-02-23
NIFTY23FEB18000CE,,2023-02-17,NSE,FO,,buy,false,50.000000,98.350000,3302588,1000000044725438,2023-02-17T12:02:30,2023-02-23
NIFTY23FEB18000CE,,2023-02-17,NSE,FO,,buy,false,50.000000,98.300000,3302587,1000000044725438,2023-02-17T12:02:30,2023-02-23
NIFTY23FEB18000CE,,2023-02-17,NSE,FO,,sell,false,50.000000,93.900000,3365540,1000000044786519,2023-02-17T12:10:47,2023-02-23
NIFTY23FEB18000CE,,2023-02-17,NSE,FO,,sell,false,50.000000,94.000000,3365539,1000000044786519,2023-02-17T12:10:47,2023-02-23
NIFTY23FEB18000PE,,2023-02-17,NSE,FO,,buy,false,100.000000,99.950000,89112121,1100000048671622,2023-02-17T12:11:43,2023-02-23
NIFTY23FEB18000PE,,2023-02-17,NSE,FO,,sell,false,100.000000,116.950000,89925673,1100000048798905,2023-02-17T12:55:11,2023-02-23
NIFTY23FEB18000CE,,2023-02-17,NSE,FO,,buy,false,100.000000,73.700000,4476276,1000000062479153,2023-02-17T13:17:30,2023-02-23
NIFTY23FEB18000CE,,2023-02-17,NSE,FO,,sell,false,100.000000,70.750000,4647117,1000000062560429,2023-02-17T13:32:19,2023-02-23
NIFTY23FEB17900CE,,2023-02-17,NSE,FO,,buy,false,100.000000,119.150000,4765605,1000000067342888,2023-02-17T13:37:18,2023-02-23
NIFTY23FEB17900CE,,2023-02-17,NSE,FO,,sell,false,100.000000,110.000000,4831097,1000000067397670,2023-02-17T13:40:32,2023-02-23
NIFTY23FEB17900CE,,2023-02-17,NSE,FO,,buy,false,100.000000,111.850000,4971684,1000000070217643,2023-02-17T13:45:43,2023-02-23
NIFTY23FEB17900CE,,2023-02-17,NSE,FO,,sell,false,50.000000,110.250000,5257556,1000000070297954,2023-02-17T14:03:34,2023-02-23
NIFTY23FEB17900CE,,2023-02-17,NSE,FO,,sell,false,50.000000,110.250000,5257557,1000000070297954,2023-02-17T14:03:34,2023-02-23
NIFTY23FEB17900CE,,2023-02-17,NSE,FO,,buy,false,50.000000,115.750000,5266521,1000000075515629,2023-02-17T14:04:16,2023-02-23
NIFTY23FEB17900CE,,2023-02-17,NSE,FO,,buy,false,50.000000,115.750000,5266520,1000000075515629,2023-02-17T14:04:16,2023-02-23
NIFTY23FEB17900CE,,2023-02-17,NSE,FO,,sell,false,50.000000,110.650000,5282153,1000000075635317,2023-02-17T14:05:36,2023-02-23
NIFTY23FEB17900CE,,2023-02-17,NSE,FO,,sell,false,50.000000,110.600000,5282154,1000000075635317,2023-02-17T14:05:36,2023-02-23
NIFTY23FEB17900CE,,2023-02-17,NSE,FO,,buy,false,50.000000,113.450000,5384810,1000000077433029,2023-02-17T14:11:34,2023-02-23
NIFTY23FEB17900CE,,2023-02-17,NSE,FO,,buy,false,50.000000,113.500000,5384811,1000000077433029,2023-02-17T14:11:34,2023-02-23
NIFTY23FEB17900CE,,2023-02-17,NSE,FO,,sell,false,100.000000,111.000000,5873951,1000000077555544,2023-02-17T14:42:53,2023-02-23
NIFTY23FEB18000PE,,2023-02-20,NSE,FO,,buy,false,100.000000,104.800000,86410532,1100000004760886,2023-02-20T09:21:15,2023-02-23
NIFTY23FEB18000PE,,2023-02-20,NSE,FO,,sell,false,100.000000,130.000000,86778350,1100000004895894,2023-02-20T09:31:10,2023-02-23
NIFTY23FEB17900CE,,2023-02-21,NSE,FO,,buy,false,100.000000,74.950000,432460,1000000003881520,2023-02-21T09:21:52,2023-02-23
NIFTY23FEB17900CE,,2023-02-21,NSE,FO,,sell,false,100.000000,71.000000,486064,1000000004061985,2023-02-21T09:23:21,2023-02-23
NIFTY23FEB17900CE,,2023-02-21,NSE,FO,,buy,false,100.000000,74.450000,573152,1000000005720112,2023-02-21T09:26:50,2023-02-23
NIFTY23FEB17900CE,,2023-02-21,NSE,FO,,sell,false,50.000000,77.500000,749429,1000000005825954,2023-02-21T09:32:09,2023-02-23
NIFTY23FEB17900CE,,2023-02-21,NSE,FO,,sell,false,50.000000,77.450000,749430,1000000005825954,2023-02-21T09:32:09,2023-02-23
NIFTY23FEB17900PE,,2023-02-21,NSE,FO,,buy,false,100.000000,91.400000,86714283,1100000008757372,2023-02-21T09:35:23,2023-02-23
NIFTY23FEB17900PE,,2023-02-21,NSE,FO,,sell,false,100.000000,110.400000,86970236,1100000008894640,2023-02-21T09:40:20,2023-02-23
NIFTY23FEB17900PE,,2023-02-21,NSE,FO,,buy,false,50.000000,86.550000,89200877,1100000042227978,2023-02-21T11:56:19,2023-02-23
NIFTY23FEB17900PE,,2023-02-21,NSE,FO,,buy,false,50.000000,86.550000,89200876,1100000042227978,2023-02-21T11:56:19,2023-02-23
NIFTY23FEB17900PE,,2023-02-21,NSE,FO,,sell,false,100.000000,83.000000,89211622,1100000042286317,2023-02-21T11:57:28,2023-02-23
NIFTY23FEB17900PE,,2023-02-21,NSE,FO,,buy,false,50.000000,88.550000,89339264,1100000044146746,2023-02-21T12:05:17,2023-02-23
NIFTY23FEB17900PE,,2023-02-21,NSE,FO,,buy,false,50.000000,88.550000,89339263,1100000044146746,2023-02-21T12:05:17,2023-02-23
NIFTY23FEB17900PE,,2023-02-21,NSE,FO,,sell,false,100.000000,100.450000,89685395,1100000044325700,2023-02-21T12:20:29,2023-02-23
NIFTY23FEB17700PE,,2023-02-22,NSE,FO,,buy,false,50.000000,43.700000,86588430,1100000004568236,2023-02-22T09:20:34,2023-02-23
NIFTY23FEB17700PE,,2023-02-22,NSE,FO,,buy,false,50.000000,43.700000,86588429,1100000004568236,2023-02-22T09:20:34,2023-02-23
NIFTY23FEB17700PE,,2023-02-22,NSE,FO,,sell,false,100.000000,41.950000,86695987,1100000004693834,2023-02-22T09:22:19,2023-02-23
NIFTY23FEB17700PE,,2023-02-22,NSE,FO,,buy,false,100.000000,45.100000,86863162,1100000007843045,2023-02-22T09:27:02,2023-02-23
NIFTY23FEB17700PE,,2023-02-22,NSE,FO,,sell,false,100.000000,41.000000,86893578,1100000007985056,2023-02-22T09:27:43,2023-02-23
NIFTY23FEB17800PE,,2023-02-22,NSE,FO,,buy,false,100.000000,99.050000,87328529,1100000013835312,2023-02-22T09:41:54,2023-02-23
NIFTY23FEB17800PE,,2023-02-22,NSE,FO,,sell,false,100.000000,119.800000,87698560,1100000014106444,2023-02-22T09:46:29,2023-02-23
NIFTY23FEB17700CE,,2023-02-22,NSE,FO,,buy,false,50.000000,42.850000,4572849,1000000041535619,2023-02-22T11:48:41,2023-02-23
NIFTY23FEB17700CE,,2023-02-22,NSE,FO,,buy,false,50.000000,42.850000,4572850,1000000041535619,2023-02-22T11:48:41,2023-02-23
NIFTY23FEB17700CE,,2023-02-22,NSE,FO,,sell,false,50.000000,41.350000,4786569,1000000041598645,2023-02-22T12:01:19,2023-02-23
NIFTY23FEB17700CE,,2023-02-22,NSE,FO,,sell,false,50.000000,41.350000,4786568,1000000041598645,2023-02-22T12:01:19,2023-02-23
NIFTY23FEB17700CE,,2023-02-22,NSE,FO,,buy,false,200.000000,43.200000,4840387,1000000044897175,2023-02-22T12:06:20,2023-02-23
NIFTY23FEB17700CE,,2023-02-22,NSE,FO,,sell,false,200.000000,41.000000,4886978,1000000044919318,2023-02-22T12:10:07,2023-02-23
NIFTY2330217500PE,,2023-02-22,NSE,FO,,buy,false,100.000000,76.250000,172963913,1200000028241022,2023-02-22T12:17:04,2023-03-02
NIFTY2330217500PE,,2023-02-22,NSE,FO,,buy,false,100.000000,76.300000,172963914,1200000028241022,2023-02-22T12:17:04,2023-03-02
NIFTY2330217500PE,,2023-02-22,NSE,FO,,sell,false,200.000000,73.900000,172968046,1200000028268007,2023-02-22T12:18:40,2023-03-02
NIFTY2330217500PE,,2023-02-22,NSE,FO,,buy,false,50.000000,76.400000,172982581,1200000028980562,2023-02-22T12:23:41,2023-03-02
NIFTY2330217500PE,,2023-02-22,NSE,FO,,buy,false,50.000000,76.400000,172982582,1200000028980562,2023-02-22T12:23:41,2023-03-02
